anchor_year,eval_tower,model,feature,mean_abs_shap
2018,pooled,LightGBM,fx_USTAR_mean,1.1951229726848687
2018,pooled,LightGBM,ar_ch4_dlag2,1.1906639755829198
2018,pooled,LightGBM,fx_wd_sin,1.145011149859974
2018,pooled,LightGBM,fx_WS_mean,1.0865764815481334
2018,pooled,LightGBM,ar_ch4_dlag3,0.8618977924381288
2018,pooled,LightGBM,fx_TA_max,0.6797385181391445
2018,pooled,LightGBM,fx_TS_lag14,0.5255000213121049
2018,pooled,LightGBM,fx_VPD_mean,0.49173953139855014
2018,pooled,LightGBM,is_t9,0.4684312366232531
2018,pooled,LightGBM,fx_TA_mean,0.45008138790350494
2018,pooled,LightGBM,fx_TS_lag7,0.44379634611568436
2018,pooled,LightGBM,fx_TS_mean,0.3746522651102038
2018,pooled,LightGBM,ar_fc_dlag1,0.36429234146937156
2018,pooled,LightGBM,fx_TS_roll14,0.34590269082670855
2018,pooled,LightGBM,fx_TS_roll7,0.32623558200690483
2018,pooled,LightGBM,fx_DOY_cos,0.30753621037339957
2018,pooled,LightGBM,fx_PPFD_mean,0.2799158548526851
2018,pooled,LightGBM,is_t4,0.2629020572985777
2018,pooled,LightGBM,fx_days_since_grazing,0.23360412956302928
2018,pooled,LightGBM,ar_ch4_dlag14,0.23167527387163933
2018,pooled,LightGBM,fx_TA_min,0.22032902953562084
2018,pooled,LightGBM,fx_SWC_roll7,0.20304339357935028
2018,pooled,LightGBM,fx_SHF_mean,0.20228584274860892
2018,pooled,LightGBM,fx_wd_cos,0.19439538146673066
2018,pooled,LightGBM,fx_SWC_mean,0.17866637680734374
2018,pooled,LightGBM,fx_SWC_lag21,0.1521871575231189
2018,pooled,LightGBM,fx_SWIN_mean,0.1379349140104434
2018,pooled,LightGBM,fx_SWC_lag14,0.13254413037719948
2018,pooled,LightGBM,fx_SWC_lag28,0.12100874539427962
2018,pooled,LightGBM,fx_RN_mean,0.11716603350283648
2018,pooled,LightGBM,fx_SWC_lag7,0.09154340707176008
2018,pooled,LightGBM,fx_SWC_roll14,0.05199637133157484
2018,pooled,LightGBM,fx_DOY_sin,0.046209607176365575
2018,pooled,LightGBM,ar_ch4_dlag7,0.04239162664545999
2018,pooled,LightGBM,is_t2,0.03951082013154707
2018,pooled,LightGBM,fx_is_growing,0.0
2018,pooled,LightGBM,fx_grazing_active,0.0
2018,pooled,LightGBM,fx_is_winter,0.0
2019,pooled,RF,fx_lsu_dens,13.329271199868499
2019,pooled,RF,ar_ch4_dlag1,7.418470888691071
2019,pooled,RF,ar_ch4_drm7,2.7438304486558778
2019,pooled,RF,fx_USTAR_mean,1.2235709683121065
2019,pooled,RF,ar_ch4_dlag2,1.1076638221371744
2019,pooled,RF,fx_PRECIP_sum,1.069680818098347
2019,pooled,RF,fx_TS_lag28,1.0371217440608518
2019,pooled,RF,fx_WS_mean,0.9277847885005487
2019,pooled,RF,fx_wd_sin,0.5853688731531069
2019,pooled,RF,ar_ch4_dlag3,0.5728482915681834
2019,pooled,RF,fx_VPD_mean,0.4876721747172921
2019,pooled,RF,fx_TS_lag21,0.48422809772892583
2019,pooled,RF,fx_DOY_cos,0.38550806043651115
2019,pooled,RF,fx_TS_lag14,0.29395562561133043
2019,pooled,RF,fx_grazing_active,0.26385912178002335
2019,pooled,RF,fx_SWC_lag28,0.2013763435709887
2019,pooled,RF,fx_TS_roll14,0.20122264682419672
2019,pooled,RF,fx_TA_mean,0.19512213542756687
2019,pooled,RF,fx_TA_max,0.1907048549619338
2019,pooled,RF,fx_wd_cos,0.17335412631885902
2019,pooled,RF,fx_SWIN_mean,0.1634404452119627
2019,pooled,RF,fx_TA_min,0.1629625076442958
2019,pooled,RF,fx_DOY_sin,0.16171772906142445
2019,pooled,RF,fx_TS_mean,0.1524433645126153
2019,pooled,RF,fx_SWC_roll7,0.14958038796603132
2019,pooled,RF,fx_SHF_mean,0.14883559850184744
2019,pooled,RF,fx_PPFD_mean,0.14524189417043185
2019,pooled,RF,fx_days_since_grazing,0.14484748651622398
2019,pooled,RF,fx_TS_lag7,0.1395779844527928
2019,pooled,RF,fx_SWC_mean,0.13725546679262085
2019,pooled,RF,fx_is_growing,0.12860847102563394
2019,pooled,RF,fx_RN_mean,0.12271305058538592
2019,pooled,RF,fx_SWC_lag21,0.11478866308866452
2019,pooled,RF,fx_TS_roll7,0.11307746253804943
2019,pooled,RF,ar_ch4_dlag7,0.09789393997901094
2019,pooled,RF,ar_ch4_dlag14,0.09758022229024092
2019,pooled,RF,fx_SWC_roll14,0.08898981169046066
2019,pooled,RF,ar_fc_dlag1,0.08864998095501707
2019,pooled,RF,fx_SWC_lag7,0.08824283139712254
2019,pooled,RF,is_t9,0.08788712290282523
2019,pooled,RF,fx_SWC_lag14,0.05098614747315638
2019,pooled,RF,is_t4,0.02702479317945867
2019,pooled,RF,is_t2,0.02104993770690121
2019,pooled,RF,fx_is_winter,0.004626482901770857
2019,pooled,XGB,fx_lsu_dens,13.382115364074707
2019,pooled,XGB,ar_ch4_dlag1,8.07624626159668
2019,pooled,XGB,ar_ch4_drm7,2.131925106048584
2019,pooled,XGB,fx_USTAR_mean,1.2167859077453613
2019,pooled,XGB,fx_wd_sin,1.2064334154129028
2019,pooled,XGB,fx_PRECIP_sum,1.206091284751892
2019,pooled,XGB,fx_TS_lag28,1.1646146774291992
2019,pooled,XGB,fx_WS_mean,1.1012110710144043
2019,pooled,XGB,ar_ch4_dlag2,0.9681174755096436
2019,pooled,XGB,fx_TS_lag21,0.8803772330284119
2019,pooled,XGB,fx_VPD_mean,0.7449682354927063
2019,pooled,XGB,is_t9,0.7184153199195862
2019,pooled,XGB,fx_TA_max,0.643884539604187
2019,pooled,XGB,ar_ch4_dlag3,0.36661413311958313
2019,pooled,XGB,fx_TA_mean,0.34467777609825134
2019,pooled,XGB,fx_TS_lag14,0.33845415711402893
2019,pooled,XGB,ar_fc_dlag1,0.3322775661945343
2019,pooled,XGB,fx_DOY_sin,0.24005793035030365
2019,pooled,XGB,fx_TS_roll14,0.18377187848091125
2019,pooled,XGB,fx_days_since_grazing,0.17069639265537262
2019,pooled,XGB,fx_TA_min,0.1649753600358963
2019,pooled,XGB,fx_SWIN_mean,0.1399732530117035
2019,pooled,XGB,fx_TS_roll7,0.1325652301311493
2019,pooled,XGB,ar_ch4_dlag14,0.11479352414608002
2019,pooled,XGB,fx_TS_lag7,0.10712897777557373
2019,pooled,XGB,fx_SHF_mean,0.10173659026622772
2019,pooled,XGB,fx_PPFD_mean,0.09981976449489594
2019,pooled,XGB,fx_TS_mean,0.0967077761888504
2019,pooled,XGB,fx_SWC_lag21,0.0872189924120903
2019,pooled,XGB,fx_SWC_lag28,0.06100645288825035
2019,pooled,XGB,fx_SWC_lag14,0.05694277957081795
2019,pooled,XGB,fx_RN_mean,0.05200491100549698
2019,pooled,XGB,is_t4,0.05167880281805992
2019,pooled,XGB,fx_grazing_active,0.050621382892131805
2019,pooled,XGB,fx_DOY_cos,0.04573402926325798
2019,pooled,XGB,fx_SWC_lag7,0.03196112439036369
2019,pooled,XGB,fx_wd_cos,0.028918316587805748
2019,pooled,XGB,fx_SWC_roll7,0.028776122257113457
2019,pooled,XGB,fx_SWC_mean,0.02472454123198986
2019,pooled,XGB,ar_ch4_dlag7,0.022374892607331276
2019,pooled,XGB,fx_SWC_roll14,0.01601063832640648
2019,pooled,XGB,fx_is_growing,0.0
2019,pooled,XGB,fx_is_winter,0.0
2019,pooled,XGB,is_t2,0.0
2019,pooled,LightGBM,fx_lsu_dens,14.817529946729108
2019,pooled,LightGBM,ar_ch4_dlag1,8.282554601249986
2019,pooled,LightGBM,ar_ch4_drm7,1.985916657527843
2019,pooled,LightGBM,ar_ch4_dlag2,1.4312819767236393
2019,pooled,LightGBM,fx_wd_sin,1.3862069007364066
2019,pooled,LightGBM,fx_USTAR_mean,1.3541579779402906
2019,pooled,LightGBM,fx_TS_lag21,1.3165305981558035
2019,pooled,LightGBM,fx_PRECIP_sum,1.3062443688450305
2019,pooled,LightGBM,fx_TS_lag28,1.1949292162008411
2019,pooled,LightGBM,fx_WS_mean,0.9868562572361158
2019,pooled,LightGBM,fx_TA_mean,0.7985338142607428
2019,pooled,LightGBM,is_t9,0.7244005513888891
2019,pooled,LightGBM,fx_VPD_mean,0.535950954481446
2019,pooled,LightGBM,ar_ch4_dlag3,0.43760452313853765
2019,pooled,LightGBM,ar_fc_dlag1,0.38525798365496555
2019,pooled,LightGBM,fx_days_since_grazing,0.3662411363969939
2019,pooled,LightGBM,fx_DOY_cos,0.35979228666044183
2019,pooled,LightGBM,fx_TA_max,0.3583942078720396
2019,pooled,LightGBM,fx_RN_mean,0.2704729969415285
2019,pooled,LightGBM,fx_TS_lag7,0.242367790795646
2019,pooled,LightGBM,fx_DOY_sin,0.23800305345654948
2019,pooled,LightGBM,fx_TS_mean,0.23145365214264213
2019,pooled,LightGBM,fx_SWC_lag14,0.2246966553984822
2019,pooled,LightGBM,fx_TS_lag14,0.2238377025220616
2019,pooled,LightGBM,fx_TS_roll14,0.19510227069808597
2019,pooled,LightGBM,fx_SWC_lag7,0.19236725504489352
2019,pooled,LightGBM,fx_SHF_mean,0.16041365455849305
2019,pooled,LightGBM,fx_SWC_roll7,0.15100552450703034
2019,pooled,LightGBM,fx_PPFD_mean,0.14667375644113748
2019,pooled,LightGBM,fx_SWIN_mean,0.12302903861522897
2019,pooled,LightGBM,ar_ch4_dlag14,0.11873633180039105
2019,pooled,LightGBM,fx_TS_roll7,0.09176870657623305
2019,pooled,LightGBM,fx_SWC_lag21,0.0851878504198991
2019,pooled,LightGBM,fx_SWC_roll14,0.07564959607872873
2019,pooled,LightGBM,fx_wd_cos,0.07162353197907385
2019,pooled,LightGBM,fx_SWC_lag28,0.06274524342204454
2019,pooled,LightGBM,fx_SWC_mean,0.061061521512344556
2019,pooled,LightGBM,fx_TA_min,0.05887471761074561
2019,pooled,LightGBM,fx_grazing_active,0.03377979783177031
2019,pooled,LightGBM,fx_is_growing,0.027167704813480787
2019,pooled,LightGBM,ar_ch4_dlag7,0.02586768574135053
2019,pooled,LightGBM,is_t4,0.02001648123445603
2019,pooled,LightGBM,is_t2,0.01940691920364681
2019,pooled,LightGBM,fx_is_winter,0.0
2020,pooled,RF,fx_lsu_dens,14.719991587306735
2020,pooled,RF,ar_ch4_dlag1,8.34937685867067
2020,pooled,RF,ar_ch4_drm7,3.05613816550799
2020,pooled,RF,ar_ch4_dlag2,1.6202286705699127
2020,pooled,RF,fx_USTAR_mean,1.3316201444556344
2020,pooled,RF,fx_WS_mean,1.21116492495161
2020,pooled,RF,fx_TS_lag28,1.10661157566931
2020,pooled,RF,fx_PRECIP_sum,1.0138749374546088
2020,pooled,RF,fx_wd_sin,0.5647395582639926
2020,pooled,RF,ar_ch4_dlag3,0.4941303754303186
2020,pooled,RF,fx_VPD_mean,0.42697868010604795
2020,pooled,RF,fx_TS_lag21,0.41235361147978544
2020,pooled,RF,fx_grazing_active,0.29694431547690847
2020,pooled,RF,fx_TS_lag14,0.24757486629824502
2020,pooled,RF,ar_ch4_dlag7,0.23564108474749976
2020,pooled,RF,fx_days_since_grazing,0.23554496319814988
2020,pooled,RF,fx_SWC_lag28,0.23497933504947346
2020,pooled,RF,fx_DOY_cos,0.2237744417686454
2020,pooled,RF,fx_wd_cos,0.21732239467880018
2020,pooled,RF,fx_SWC_mean,0.21511412113072154
2020,pooled,RF,fx_SWC_roll7,0.210501755098617
2020,pooled,RF,fx_SWIN_mean,0.20797954540902666
2020,pooled,RF,fx_PPFD_mean,0.18923081177534873
2020,pooled,RF,fx_TA_min,0.16228026316964295
2020,pooled,RF,fx_SWC_lag21,0.1599560591423563
2020,pooled,RF,fx_TA_max,0.14509680073884323
2020,pooled,RF,fx_SHF_mean,0.1445439729165557
2020,pooled,RF,fx_TS_roll14,0.1394281232084556
2020,pooled,RF,fx_SWC_roll14,0.13695928316481976
2020,pooled,RF,fx_SWC_lag7,0.12101655038602771
2020,pooled,RF,fx_TA_mean,0.10412533352944602
2020,pooled,RF,fx_TS_lag7,0.10216675147547055
2020,pooled,RF,ar_ch4_dlag14,0.10175231251366046
2020,pooled,RF,ar_fc_dlag1,0.0948684112112469
2020,pooled,RF,fx_RN_mean,0.09205212584901097
2020,pooled,RF,fx_DOY_sin,0.09129290479403684
2020,pooled,RF,fx_TS_mean,0.09063149394854465
2020,pooled,RF,is_t9,0.0859971730588792
2020,pooled,RF,fx_SWC_lag14,0.08155236547030632
2020,pooled,RF,fx_TS_roll7,0.07567250830249578
2020,pooled,RF,fx_is_growing,0.04696218234617926
2020,pooled,RF,is_t4,0.02259653116753843
2020,pooled,RF,is_t2,0.021722216022124513
2020,pooled,RF,fx_is_winter,0.0036959610931835128
2020,pooled,XGB,fx_lsu_dens,15.148344039916992
2020,pooled,XGB,ar_ch4_dlag1,8.548542976379395
2020,pooled,XGB,ar_ch4_drm7,1.977756381034851
2020,pooled,XGB,ar_ch4_dlag2,1.5418224334716797
2020,pooled,XGB,fx_PRECIP_sum,1.3112233877182007
2020,pooled,XGB,fx_USTAR_mean,1.25865638256073
2020,pooled,XGB,fx_WS_mean,1.1213717460632324
2020,pooled,XGB,fx_wd_sin,0.9896573424339294
2020,pooled,XGB,fx_TS_lag28,0.8715341687202454
2020,pooled,XGB,fx_TS_lag21,0.6956294178962708
2020,pooled,XGB,fx_VPD_mean,0.5217207074165344
2020,pooled,XGB,fx_TA_max,0.4293217957019806
2020,pooled,XGB,is_t9,0.336845725774765
2020,pooled,XGB,ar_ch4_dlag3,0.313140332698822
2020,pooled,XGB,ar_fc_dlag1,0.24427059292793274
2020,pooled,XGB,fx_TS_lag14,0.20534487068653107
2020,pooled,XGB,fx_SWC_lag28,0.19129759073257446
2020,pooled,XGB,fx_PPFD_mean,0.17138516902923584
2020,pooled,XGB,fx_TS_roll7,0.12297745048999786
2020,pooled,XGB,ar_ch4_dlag7,0.10960995405912399
2020,pooled,XGB,fx_TA_mean,0.08809580653905869
2020,pooled,XGB,fx_TS_mean,0.08364619314670563
2020,pooled,XGB,fx_SWC_mean,0.08009625226259232
2020,pooled,XGB,fx_TS_lag7,0.07742376625537872
2020,pooled,XGB,fx_TS_roll14,0.07293128967285156
2020,pooled,XGB,fx_DOY_cos,0.06797493249177933
2020,pooled,XGB,fx_SWC_roll14,0.06385321170091629
2020,pooled,XGB,fx_TA_min,0.05842120945453644
2020,pooled,XGB,fx_SHF_mean,0.05364295840263367
2020,pooled,XGB,fx_SWIN_mean,0.053434617817401886
2020,pooled,XGB,ar_ch4_dlag14,0.048450350761413574
2020,pooled,XGB,fx_SWC_lag7,0.04171491414308548
2020,pooled,XGB,fx_days_since_grazing,0.03290681540966034
2020,pooled,XGB,fx_SWC_roll7,0.028687523677945137
2020,pooled,XGB,fx_wd_cos,0.02706582099199295
2020,pooled,XGB,is_t4,0.019538715481758118
2020,pooled,XGB,fx_RN_mean,0.016035987064242363
2020,pooled,XGB,fx_SWC_lag21,0.010005668736994267
2020,pooled,XGB,fx_grazing_active,0.009554940275847912
2020,pooled,XGB,fx_DOY_sin,0.007492679636925459
2020,pooled,XGB,fx_SWC_lag14,0.0
2020,pooled,XGB,fx_is_growing,0.0
2020,pooled,XGB,fx_is_winter,0.0
2020,pooled,XGB,is_t2,0.0
2020,pooled,LightGBM,fx_lsu_dens,16.530075133097775
2020,pooled,LightGBM,ar_ch4_dlag1,8.58379009550354
2020,pooled,LightGBM,ar_ch4_drm7,1.9140083815093076
2020,pooled,LightGBM,fx_PRECIP_sum,1.3736865733428258
2020,pooled,LightGBM,fx_USTAR_mean,1.3575815672736897
2020,pooled,LightGBM,fx_TS_lag21,1.3319319377669134
2020,pooled,LightGBM,fx_WS_mean,1.2981176323977472
2020,pooled,LightGBM,fx_wd_sin,1.2875965065702943
2020,pooled,LightGBM,ar_ch4_dlag2,1.2691641247655154
2020,pooled,LightGBM,fx_TS_lag28,1.2296672461771065
2020,pooled,LightGBM,fx_VPD_mean,0.5978406355151507
2020,pooled,LightGBM,ar_ch4_dlag3,0.4848247939365389
2020,pooled,LightGBM,fx_TA_max,0.4833439362405722
2020,pooled,LightGBM,fx_TS_roll14,0.39241119474461333
2020,pooled,LightGBM,fx_SWC_lag28,0.3720830562060161
2020,pooled,LightGBM,fx_days_since_grazing,0.3710931271901395
2020,pooled,LightGBM,is_t9,0.3677810659920759
2020,pooled,LightGBM,ar_fc_dlag1,0.3008376852325377
2020,pooled,LightGBM,fx_DOY_cos,0.28320035076409045
2020,pooled,LightGBM,fx_wd_cos,0.2797229207959851
2020,pooled,LightGBM,fx_PPFD_mean,0.24765489272883373
2020,pooled,LightGBM,fx_TS_lag14,0.23823647707575502
2020,pooled,LightGBM,fx_SWC_mean,0.22452813537189195
2020,pooled,LightGBM,fx_TS_mean,0.21802040160716146
2020,pooled,LightGBM,fx_RN_mean,0.16156745381348375
2020,pooled,LightGBM,fx_TA_min,0.16014704227625343
2020,pooled,LightGBM,ar_ch4_dlag7,0.1403894017409729
2020,pooled,LightGBM,ar_ch4_dlag14,0.12929603535451908
2020,pooled,LightGBM,fx_SHF_mean,0.12856576756204927
2020,pooled,LightGBM,fx_SWIN_mean,0.11917842131880226
2020,pooled,LightGBM,fx_SWC_lag14,0.11275225803639045
2020,pooled,LightGBM,fx_SWC_roll14,0.11031556425784593
2020,pooled,LightGBM,fx_TS_lag7,0.08834778258233597
2020,pooled,LightGBM,fx_TS_roll7,0.08353040335276636
2020,pooled,LightGBM,fx_DOY_sin,0.07484277145652231
2020,pooled,LightGBM,fx_SWC_lag21,0.06565655597427932
2020,pooled,LightGBM,is_t4,0.0625727679785889
2020,pooled,LightGBM,fx_SWC_lag7,0.05410097808712029
2020,pooled,LightGBM,fx_grazing_active,0.0472358310434977
2020,pooled,LightGBM,fx_SWC_roll7,0.04252816175252784
2020,pooled,LightGBM,fx_TA_mean,0.03988108814146235
2020,pooled,LightGBM,fx_is_growing,0.03136411211247163
2020,pooled,LightGBM,is_t2,0.020279961902768633
2020,pooled,LightGBM,fx_is_winter,0.0
2021,pooled,RF,fx_lsu_dens,12.214935221624655
2021,pooled,RF,ar_ch4_dlag1,7.45409177686157
2021,pooled,RF,ar_ch4_drm7,2.80667712558466
2021,pooled,RF,fx_USTAR_mean,1.9497467393212948
2021,pooled,RF,ar_ch4_dlag2,1.339255180023265
2021,pooled,RF,fx_PRECIP_sum,1.1151258189624127
2021,pooled,RF,fx_WS_mean,1.0122758592298202
2021,pooled,RF,fx_wd_sin,0.6582248857722341
2021,pooled,RF,fx_days_since_grazing,0.6446633768046809
2021,pooled,RF,fx_TS_lag28,0.5574770666886044
2021,pooled,RF,ar_ch4_dlag3,0.5131030376024294
2021,pooled,RF,fx_VPD_mean,0.43577014459128066
2021,pooled,RF,fx_grazing_active,0.30698451133865184
2021,pooled,RF,fx_TS_lag21,0.30559868937006707
2021,pooled,RF,fx_wd_cos,0.2696993286975987
2021,pooled,RF,fx_DOY_cos,0.25251580613402935
2021,pooled,RF,fx_SWC_lag28,0.242075594352651
2021,pooled,RF,fx_SWIN_mean,0.20928190273008038
2021,pooled,RF,ar_ch4_dlag7,0.20689627762929344
2021,pooled,RF,fx_TA_min,0.18377244520696315
2021,pooled,RF,fx_SWC_mean,0.17829512461403485
2021,pooled,RF,fx_PPFD_mean,0.1764765829955612
2021,pooled,RF,fx_TA_max,0.1574935376610347
2021,pooled,RF,fx_SWC_roll7,0.1483097040479305
2021,pooled,RF,fx_TA_mean,0.1481505609322824
2021,pooled,RF,fx_TS_lag14,0.1476094908843551
2021,pooled,RF,fx_SWC_lag21,0.1410343712849797
2021,pooled,RF,fx_SHF_mean,0.1373785428365224
2021,pooled,RF,ar_fc_dlag1,0.12630230035810672
2021,pooled,RF,ar_ch4_dlag14,0.12494531992670994
2021,pooled,RF,fx_DOY_sin,0.1225590296142163
2021,pooled,RF,fx_RN_mean,0.10062244409925715
2021,pooled,RF,fx_TS_mean,0.09797354020760615
2021,pooled,RF,is_t9,0.09658611802830634
2021,pooled,RF,fx_TS_roll14,0.07961178435426446
2021,pooled,RF,fx_TS_lag7,0.078943600480047
2021,pooled,RF,fx_SWC_lag14,0.06807238015747656
2021,pooled,RF,fx_SWC_roll14,0.06731649122687224
2021,pooled,RF,fx_SWC_lag7,0.06293857855161804
2021,pooled,RF,fx_TS_roll7,0.06071699518611544
2021,pooled,RF,is_t4,0.022150811578484284
2021,pooled,RF,is_t2,0.015188885363531418
2021,pooled,RF,fx_is_growing,0.013297159522141626
2021,pooled,RF,fx_is_winter,0.006969299439131485
2021,pooled,XGB,fx_lsu_dens,12.892878532409668
2021,pooled,XGB,ar_ch4_dlag1,7.596970081329346
2021,pooled,XGB,fx_USTAR_mean,1.8484418392181396
2021,pooled,XGB,ar_ch4_drm7,1.8027552366256714
2021,pooled,XGB,fx_PRECIP_sum,1.2561076879501343
2021,pooled,XGB,ar_ch4_dlag2,1.1479867696762085
2021,pooled,XGB,fx_wd_sin,0.9847667217254639
2021,pooled,XGB,fx_days_since_grazing,0.9085013270378113
2021,pooled,XGB,fx_WS_mean,0.574277937412262
2021,pooled,XGB,ar_ch4_dlag3,0.5639074444770813
2021,pooled,XGB,fx_TA_max,0.3498033285140991
2021,pooled,XGB,fx_VPD_mean,0.30771321058273315
2021,pooled,XGB,fx_TS_lag21,0.30148833990097046
2021,pooled,XGB,fx_TS_lag28,0.295925498008728
2021,pooled,XGB,ar_fc_dlag1,0.2473006546497345
2021,pooled,XGB,is_t9,0.23586834967136383
2021,pooled,XGB,fx_SWC_lag28,0.223256453871727
2021,pooled,XGB,fx_TA_min,0.18773646652698517
2021,pooled,XGB,fx_wd_cos,0.17378085851669312
2021,pooled,XGB,fx_TA_mean,0.1592472791671753
2021,pooled,XGB,fx_DOY_cos,0.1360706388950348
2021,pooled,XGB,fx_SHF_mean,0.07974694669246674
2021,pooled,XGB,fx_PPFD_mean,0.06001569330692291
2021,pooled,XGB,ar_ch4_dlag7,0.05874389782547951
2021,pooled,XGB,ar_ch4_dlag14,0.04250142723321915
2021,pooled,XGB,is_t4,0.040528349578380585
2021,pooled,XGB,fx_SWIN_mean,0.040317002683877945
2021,pooled,XGB,fx_TS_roll7,0.03329378366470337
